29.07.2022,23.774,3,23.850,2,24.340,0,23.451,4,221,66.000,-0,32
28.07.2022,23.850,0,22.957,7,24.190,5,22.611,6,268,32.000,3,88
27.07.2022,22.958,3,21.248,0,23.027,8,21.047,5,242,66.000,8,05
26.07.2022,21.248,7,21.301,6,21.322,3,20.737,3,201,57.000,-0,25
25.07.2022,21.301,9,22.582,3,22.653,3,21.275,4,206,93.000,-5,67
24.07.2022,22.582,1,22.449,8,22.987,9,22.281,3,126,66.000,0,54
23.07.2022,22.460,4,22.683,6,22.991,0,21.971,7,137,42.000,-0,95
22.07.2022,22.675,2,23.150,0,23.741,4,22.524,2,197,54.000,-2,06
21.07.2022,23.153,0,23.219,9,23.403,8,22.360,2,217,08.000,-0,27
20.07.2022,23.215,2,23.412,0,24.258,0,22.944,4,281,31.000,-0,83
